MATCH_ID,MAP,TOURNAMENT,TEAM,SIDE,SCORE,RESULT,DURATION,HERO_1,HERO_2,HERO_3,HERO_4,HERO_5
1051,1,Omega League Europe: Immortal Division,FlyToMoon,radiant,18,LOSE,36:14,Shadow Shaman,Terrorblade,Vengeful Spirit,Pangolier,Tiny
1051,2,Omega League Europe: Immortal Division,Team Secret,dire,20,WIN,19:59,Nature's Prophet,Slardar,Windranger,Sven,Io
1051,2,Omega League Europe: Immortal Division,FlyToMoon,radiant,4,LOSE,19:59,Clockwerk,Drow Ranger,Bane,Rubick,Doom
1052,1,Omega League Europe: Immortal Division,Team Secret,dire,29,WIN,28:32,Ember Spirit,Underlord,Witch Doctor,Anti-Mage,Tiny
1052,1,Omega League Europe: Immortal Division,Ninjas in Pyjamas,radiant,12,LOSE,28:32,Night Stalker,Templar Assassin,Grimstroke,Clockwerk,Dark Seer
1052,2,Omega League Europe: Immortal Division,Team Secret,radiant,40,WIN,38:45,Vengeful Spirit,Lycan,Slardar,Clockwerk,Phoenix
1052,2,Omega League Europe: Immortal Division,Ninjas in Pyjamas,dire,25,LOSE,38:45,Queen of Pain,Pangolier,Snapfire,Anti-Mage,Tiny
1053,1,Omega League Europe: Immortal Division,Team Secret,radiant,17,LOSE,51:19,Viper,Puck,Snapfire,Anti-Mage,Earth Spirit
1053,1,Omega League Europe: Immortal Division,Team Liquid,dire,36,WIN,51:19,Sven,Lone Druid,Centaur Warrunner,Phoenix,Rubick
1053,2,Omega League Europe: Immortal Division,Team Secret,radiant,34,WIN,33:36,Shadow Fiend,Visage,Vengeful Spirit,Tiny,Doom
1053,2,Omega League Europe: Immortal Division,Team Liquid,dire,17,LOSE,33:36,Broodmother,Mars,Morphling,Undying,Rubick
1053,3,Omega League Europe: Immortal Division,Team Secret,radiant,20,WIN,46:55,Pugna,Underlord,Weaver,Anti-Mage,Clockwerk
1053,3,Omega League Europe: Immortal Division,Team Liquid,dire,22,LOSE,46:55,Templar Assassin,Drow Ranger,Disruptor,Dark Seer,Tiny
1054,1,Omega League Europe: Immortal Division,Team Secret,dire,31,WIN,32:15,Visage,Sand King,Mirana,Nature's Prophet,Treant Protector
1054,1,Omega League Europe: Immortal Division,Vikin.gg,radiant,7,LOSE,32:15,Dragon Knight,Spectre,Elder Titan,Venomancer,Enchantress
1054,2,Omega League Europe: Immortal Division,Team Secret,dire,36,WIN,35:36,Drow Ranger,Omniknight,Windranger,Ember Spirit,Warlock
1054,2,Omega League Europe: Immortal Division,Vikin.gg,radiant,9,LOSE,35:36,Necrophos,Faceless Void,Spirit Breaker,Magnus,Io
1055,1,Omega League Europe: Immortal Division,OG,dire,32,WIN,45:18,Elder Titan,Beastmaster,Gyrocopter,Abaddon,Tiny
1055,1,Omega League Europe: Immortal Division,FlyToMoon,radiant,19,LOSE,45:18,Kunkka,Drow Ranger,Vengeful Spirit,Batrider,Rubick
1055,2,Omega League Europe: Immortal Division,OG,dire,47,WIN,41:32,Abaddon,Riki,Sven,Invoker,Magnus
1055,2,Omega League Europe: Immortal Division,FlyToMoon,radiant,28,LOSE,41:32,Batrider,Terrorblade,Clockwerk,Rubick,Tiny
1056,1,Omega League Europe: Immortal Division,OG,dire,26,WIN,28:29,Tidehunter,Oracle,Earth Spirit,Io,Dark Seer
1056,1,Omega League Europe: Immortal Division,Ninjas in Pyjamas,radiant,15,LOSE,28:29,Ember Spirit,Lycan,Earthshaker,Enchantress,Phoenix
1056,2,Omega League Europe: Immortal Division,OG,radiant,26,WIN,31:10,Abaddon,Gyrocopter,Grimstroke,Centaur Warrunner,Io
1056,2,Omega League Europe: Immortal Division,Ninjas in Pyjamas,dire,12,LOSE,31:10,Witch Doctor,Sven,Invoker,Pangolier,Phoenix
1057,1,Omega League Europe: Immortal Division,OG,radiant,20,LOSE,35:18,Ember Spirit,Lifestealer,Rubick,Windranger,Bloodseeker
1057,1,Omega League Europe: Immortal Division,Team Liquid,dire,34,WIN,35:18,Dragon Knight,Drow Ranger,Crystal Maiden,Mars,Phoenix
1057,2,Omega League Europe: Immortal Division,OG,radiant,12,LOSE,29:19,Monkey King,Undying,Rubick,Troll Warlord,Magnus
1057,2,Omega League Europe: Immortal Division,Team Liquid,dire,38,WIN,29:19,Puck,Faceless Void,Sand King,Warlock,Doom
1058,1,Omega League Europe: Immortal Division,OG,dire,23,LOSE,45:45,Phoenix,Faceless Void,Invoker,Elder Titan,Io
1058,1,Omega League Europe: Immortal Division,Vikin.gg,radiant,47,WIN,45:45,Alchemist,Clockwerk,Grimstroke,Dark Seer,Tiny
1058,2,Omega League Europe: Immortal Division,OG,dire,24,WIN,34:57,Abaddon,Troll Warlord,Spirit Breaker,Dark Seer,Io
1058,2,Omega League Europe: Immortal Division,Vikin.gg,radiant,17,LOSE,34:57,Ember Spirit,Phoenix,Grimstroke,Anti-Mage,Clockwerk
1058,3,Omega League Europe: Immortal Division,OG,dire,25,WIN,21:32,Windranger,Elder Titan,Sven,Tiny,Io
1058,3,Omega League Europe: Immortal Division,Vikin.gg,radiant,7,LOSE,21:32,Timbersaw,Alchemist,Snapfire,Doom,Dark Seer
1059,1,Omega League Europe: Immortal Division,FlyToMoon,radiant,36,WIN,41:33,Mirana,Lifestealer,Elder Titan,Oracle,Tiny
1059,1,Omega League Europe: Immortal Division,Ninjas in Pyjamas,dire,24,LOSE,41:33,Spectre,Jakiro,Spirit Breaker,Invoker,Dark Seer
1059,2,Omega League Europe: Immortal Division,FlyToMoon,radiant,30,WIN,34:27,Visage,Morphling,Clockwerk,Grimstroke,Doom
1059,2,Omega League Europe: Immortal Division,Ninjas in Pyjamas,dire,29,LOSE,34:27,Enigma,Lifestealer,Witch Doctor,Invoker,Rubick
1060,1,Omega League Europe: Immortal Division,FlyToMoon,radiant,17,LOSE,47:16,Zeus,Beastmaster,Jakiro,Lifestealer,Earthshaker
1060,1,Omega League Europe: Immortal Division,Team Liquid,dire,38,WIN,47:16,Storm Spirit,Sven,Ancient Apparition,Dark Seer,Tiny
1060,2,Omega League Europe: Immortal Division,FlyToMoon,radiant,8,LOSE,29:39,Huskar,Tidehunter,Rubick,Anti-Mage,Undying
1060,2,Omega League Europe: Immortal Division,Team Liquid,dire,27,WIN,29:39,Templar Assassin,Faceless Void,Puck,Sand King,Warlock
1061,1,Omega League Europe: Immortal Division,FlyToMoon,radiant,7,LOSE,34:28,Ursa,Gyrocopter,Io,Clockwerk,Dark Seer
1061,1,Omega League Europe: Immortal Division,Vikin.gg,dire,31,WIN,34:28,Storm Spirit,Grimstroke,Spirit Breaker,Faceless Void,Phoenix
1061,2,Omega League Europe: Immortal Division,FlyToMoon,radiant,32,WIN,32:10,Ember Spirit,Terrorblade,Bane,Clockwerk,Phoenix
1061,2,Omega League Europe: Immortal Division,Vikin.gg,dire,12,LOSE,32:10,Invoker,Spirit Breaker,Venomancer,Lifestealer,Enchantress
1061,3,Omega League Europe: Immortal Division,FlyToMoon,radiant,10,LOSE,33:54,Lina,Spirit Breaker,Jakiro,Faceless Void,Dark Seer
1061,3,Omega League Europe: Immortal Division,Vikin.gg,dire,24,WIN,33:54,Venomancer,Wraith King,Enchantress,Magnus,Tiny
1062,1,Omega League Europe: Immortal Division,Ninjas in Pyjamas,dire,26,WIN,33:50,Nature's Prophet,Luna,Batrider,Clockwerk,Vengeful Spirit
1062,1,Omega League Europe: Immortal Division,Team Liquid,radiant,24,LOSE,33:50,Lina,Slark,Io,Rubick,Doom
1062,2,Omega League Europe: Immortal Division,Ninjas in Pyjamas,dire,29,WIN,32:29,Templar Assassin,Underlord,Drow Ranger,Clockwerk,Vengeful Spirit
1062,2,Omega League Europe: Immortal Division,Team Liquid,radiant,27,LOSE,32:29,Weaver,Broodmother,Centaur Warrunner,Crystal Maiden,Dark Willow
1063,1,Omega League Europe: Immortal Division,Ninjas in Pyjamas,radiant,28,WIN,29:41,Pangolier,Queen of Pain,Chen,Faceless Void,Tiny
1063,1,Omega League Europe: Immortal Division,Vikin.gg,dire,13,LOSE,29:41,Ember Spirit,Slardar,Phoenix,Gyrocopter,Io
1063,2,Omega League Europe: Immortal Division,Ninjas in Pyjamas,dire,16,LOSE,35:11,Pangolier,Lina,Grimstroke,Faceless Void,Tiny
1063,2,Omega League Europe: Immortal Division,Vikin.gg,radiant,26,WIN,35:11,Alchemist,Storm Spirit,Spirit Breaker,Phoenix,Enchantress
1063,3,Omega League Europe: Immortal Division,Ninjas in Pyjamas,dire,28,LOSE,51:03,Sand King,Void Spirit,Rubick,Faceless Void,Enchantress
1063,3,Omega League Europe: Immortal Division,Vikin.gg,radiant,34,WIN,51:03,Medusa,Spirit Breaker,Vengeful Spirit,Phoenix,Tiny
1064,1,Omega League Europe: Immortal Division,Team Liquid,dire,16,LOSE,31:57,Morphling,Void Spirit,Bane,Mars,Phoenix
1064,1,Omega League Europe: Immortal Division,Vikin.gg,radiant,38,WIN,31:57,Mirana,Spirit Breaker,Io,Juggernaut,Tiny
1064,2,Omega League Europe: Immortal Division,Team Liquid,dire,39,WIN,35:59,Storm Spirit,Puck,Drow Ranger,Vengeful Spirit,Tiny
1064,2,Omega League Europe: Immortal Division,Vikin.gg,radiant,20,LOSE,35:59,Batrider,Spectre,Spirit Breaker,Io,Doom
1064,3,Omega League Europe: Immortal Division,Team Liquid,dire,25,LOSE,57:23,Zeus,Riki,Grimstroke,Dark Seer,Earth Spirit
1064,3,Omega League Europe: Immortal Division,Vikin.gg,radiant,40,WIN,57:23,Snapfire,Slardar,Sven,Magnus,Rubick
1065,1,ESL ONE Thailand 2020 Online: Asia,Team Adroit,radiant,36,WIN,38:43,Phantom Lancer,Queen of Pain,Tiny,Oracle,Doom
1065,1,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,dire,14,LOSE,38:43,Wraith King,Nature's Prophet,Ember Spirit,Crystal Maiden,Dark Seer
1065,2,ESL ONE Thailand 2020 Online: Asia,Team Adroit,dire,18,LOSE,43:39,Nature's Prophet,Arc Warden,Abaddon,Rubick,Doom
1065,2,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,radiant,32,WIN,43:39,Shadow Fiend,Morphling,Vengeful Spirit,Tiny,Venomancer
1065,3,ESL ONE Thailand 2020 Online: Asia,Team Adroit,dire,8,LOSE,22:19,Clinkz,Necrophos,Grimstroke,Rubick,Doom
1065,3,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,radiant,27,WIN,22:19,Snapfire,Drow Ranger,Chen,Magnus,Tiny
1066,1,ESL ONE Thailand 2020 Online: Asia,Team Adroit,dire,13,LOSE,30:46,Phantom Lancer,Beastmaster,Puck,Shadow Fiend,Vengeful Spirit
1066,1,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,20,WIN,30:46,Warlock,Terrorblade,Invoker,Grimstroke,Doom
1066,2,ESL ONE Thailand 2020 Online: Asia,Team Adroit,dire,20,LOSE,43:00,Phantom Lancer,Rubick,Clockwerk,Magnus,Venomancer
1066,2,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,38,WIN,43:00,Earth Spirit,Phantom Assassin,Omniknight,Void Spirit,Grimstroke
1067,1,ESL ONE Thailand 2020 Online: Asia,Team Adroit,radiant,11,LOSE,47:14,Templar Assassin,Phantom Assassin,Puck,Clockwerk,Venomancer
1067,1,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,30,WIN,47:14,Ember Spirit,Grimstroke,Legion Commander,Anti-Mage,Rubick
1067,2,ESL ONE Thailand 2020 Online: Asia,Team Adroit,radiant,34,WIN,41:57,Pugna,Riki,Shadow Demon,Magnus,Tiny
1067,2,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,22,LOSE,41:57,Centaur Warrunner,Storm Spirit,Winter Wyvern,Faceless Void,Mirana
1067,3,ESL ONE Thailand 2020 Online: Asia,Team Adroit,radiant,9,LOSE,34:07,Dazzle,Juggernaut,Chen,Clockwerk,Magnus
1067,3,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,45,WIN,34:07,Puck,Kunkka,Spectre,Winter Wyvern,Tiny
1068,1,ESL ONE Thailand 2020 Online: Asia,Team Adroit,dire,38,LOSE,53:07,Earthshaker,Doom,Anti-Mage,Chen,Venomancer
1068,1,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,56,WIN,53:07,Kunkka,Crystal Maiden,Spectre,Timbersaw,Clockwerk
1068,2,ESL ONE Thailand 2020 Online: Asia,Team Adroit,dire,37,WIN,29:13,Terrorblade,Ancient Apparition,Queen of Pain,Necrophos,Rubick
1068,2,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,18,LOSE,29:13,Chen,Tiny,Alchemist,Kunkka,Dazzle
1068,3,ESL ONE Thailand 2020 Online: Asia,Team Adroit,dire,27,WIN,51:26,Legion Commander,Gyrocopter,Io,Vengeful Spirit,Tiny
1068,3,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,38,LOSE,51:26,Puck,Batrider,Terrorblade,Rubick,Chen
1069,1,ESL ONE Thailand 2020 Online: Asia,Team Adroit,dire,5,LOSE,23:13,Lycan,Slark,Earth Spirit,Dark Seer,Chen
1069,1,ESL ONE Thailand 2020 Online: Asia,TNC Predator,radiant,22,WIN,23:13,Ancient Apparition,Faceless Void,Mirana,Doom,Venomancer
1069,2,ESL ONE Thailand 2020 Online: Asia,Team Adroit,radiant,2,LOSE,31:04,Void Spirit,Rubick,Legion Commander,Terrorblade,Phoenix
1069,2,ESL ONE Thailand 2020 Online: Asia,TNC Predator,dire,20,WIN,31:04,Arc Warden,Kunkka,Ogre Magi,Mirana,Venomancer
1070,1,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,dire,11,LOSE,35:02,Crystal Maiden,Drow Ranger,Kunkka,Shadow Fiend,Abaddon
1070,1,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,16,WIN,35:02,Death Prophet,Arc Warden,Underlord,Io,Tiny
1070,2,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,radiant,32,WIN,37:20,Tidehunter,Morphling,Batrider,Vengeful Spirit,Clockwerk
1070,2,ESL ONE Thailand 2020 Online: Asia,Fnatic,dire,25,LOSE,37:20,Void Spirit,Spectre,Oracle,Doom,Grimstroke
1070,3,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,dire,26,WIN,43:16,Phoenix,Tidehunter,Morphling,Windranger,Abaddon
1070,3,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,8,LOSE,43:16,Zeus,Ancient Apparition,Spectre,Underlord,Rubick
1071,1,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,radiant,21,WIN,38:43,Centaur Warrunner,Shadow Fiend,Io,Batrider,Abaddon
1071,1,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,19,LOSE,38:43,Lifestealer,Ancient Apparition,Void Spirit,Legion Commander,Rubick
1071,2,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,radiant,33,WIN,33:29,Gyrocopter,Beastmaster,Tusk,Io,Abaddon
1071,2,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,15,LOSE,33:29,Storm Spirit,Brewmaster,Rubick,Ancient Apparition,Faceless Void
1072,1,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,radiant,28,LOSE,47:51,Riki,Templar Assassin,Nature's Prophet,Tiny,Venomancer
1072,1,ESL ONE Thailand 2020 Online: Asia,Team Trust,dire,32,WIN,47:51,Ember Spirit,Kunkka,Morphling,Abaddon,Rubick
1072,2,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,dire,33,WIN,41:11,Ember Spirit,Sven,Grimstroke,Doom,Abaddon
1072,2,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,23,LOSE,41:11,Phantom Assassin,Enchantress,Queen of Pain,Clockwerk,Rubick
1072,3,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,dire,25,WIN,27:26,Centaur Warrunner,Wraith King,Invoker,Crystal Maiden,Dark Seer
1072,3,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,9,LOSE,27:26,Necrophos,Faceless Void,Enchantress,Queen of Pain,Tiny
1073,1,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,dire,26,LOSE,43:20,Sven,Doom,Invoker,Clockwerk,Phoenix
1073,1,ESL ONE Thailand 2020 Online: Asia,TNC Predator,radiant,38,WIN,43:20,Templar Assassin,Faceless Void,Tusk,Void Spirit,Venomancer
1073,2,ESL ONE Thailand 2020 Online: Asia,BOOM Esports,radiant,6,LOSE,22:25,Zeus,Winter Wyvern,Sven,Doom,Grimstroke
1073,2,ESL ONE Thailand 2020 Online: Asia,TNC Predator,dire,19,WIN,22:25,Slardar,Drow Ranger,Vengeful Spirit,Tusk,Io
1074,1,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,32,WIN,48:30,Zeus,Spectre,Beastmaster,Clockwerk,Phoenix
1074,1,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,32,LOSE,48:30,Tidehunter,Tiny,Queen of Pain,Snapfire,Faceless Void
1074,2,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,9,LOSE,32:47,Ember Spirit,Gyrocopter,Dark Seer,Clockwerk,Phoenix
1074,2,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,29,WIN,32:47,Lifestealer,Queen of Pain,Void Spirit,Tiny,Snapfire
1074,3,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,23,LOSE,38:38,Dragon Knight,Sven,Ogre Magi,Timbersaw,Mirana
1074,3,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,30,WIN,38:38,Phantom Assassin,Undying,Grimstroke,Legion Commander,Void Spirit
1075,1,ESL ONE Thailand 2020 Online: Asia,Fnatic,dire,27,WIN,19:43,Timbersaw,Troll Warlord,Grimstroke,Tiny,Magnus
1075,1,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,7,LOSE,19:43,Necrophos,Sven,Rubick,Tidehunter,Chen
1075,2,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,39,WIN,43:42,Underlord,Terrorblade,Undying,Mirana,Doom
1075,2,ESL ONE Thailand 2020 Online: Asia,Team Trust,dire,31,LOSE,43:42,Queen of Pain,Nature's Prophet,Tusk,Puck,Tiny
1076,1,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,2,LOSE,23:30,Puck,Phantom Assassin,Grimstroke,Ember Spirit,Omniknight
1076,1,ESL ONE Thailand 2020 Online: Asia,TNC Predator,dire,24,WIN,23:30,Brewmaster,Faceless Void,Oracle,Rubick,Magnus
1076,2,ESL ONE Thailand 2020 Online: Asia,Fnatic,radiant,33,WIN,34:53,Earth Spirit,Spectre,Underlord,Warlock,Doom
1076,2,ESL ONE Thailand 2020 Online: Asia,TNC Predator,dire,12,LOSE,34:53,Brewmaster,Dark Seer,Void Spirit,Gyrocopter,Io
1076,3,ESL ONE Thailand 2020 Online: Asia,Fnatic,dire,56,WIN,65:58,Slark,Void Spirit,Underlord,Grimstroke,Tiny
1076,3,ESL ONE Thailand 2020 Online: Asia,TNC Predator,radiant,27,LOSE,65:58,Invoker,Rubick,Legion Commander,Spectre,Warlock
1077,1,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,40,WIN,28:46,Kunkka,Spectre,Doom,Clockwerk,Snapfire
1077,1,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,12,LOSE,28:46,Vengeful Spirit,Slardar,Drow Ranger,Treant Protector,Phoenix
1077,2,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,27,WIN,26:04,Batrider,Magnus,Mirana,Snapfire,Faceless Void
1077,2,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,13,LOSE,26:04,Ember Spirit,Terrorblade,Oracle,Doom,Phoenix
1078,1,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,20,LOSE,42:52,Terrorblade,Skywrath Mage,Death Prophet,Legion Commander,Winter Wyvern
1078,1,ESL ONE Thailand 2020 Online: Asia,TNC Predator,radiant,48,WIN,42:52,Queen of Pain,Phantom Assassin,Undying,Mirana,Magnus
1078,2,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,radiant,23,WIN,25:17,Storm Spirit,Pangolier,Legion Commander,Faceless Void,Winter Wyvern
1078,2,ESL ONE Thailand 2020 Online: Asia,TNC Predator,dire,5,LOSE,25:17,Ogre Magi,Spectre,Oracle,Mirana,Magnus
1078,3,ESL ONE Thailand 2020 Online: Asia,Motivate.Trust Gaming,dire,9,LOSE,33:08,Morphling,Lich,Pangolier,Timbersaw,Void Spirit
1078,3,ESL ONE Thailand 2020 Online: Asia,TNC Predator,radiant,34,WIN,33:08,Dark Seer,Nature's Prophet,Faceless Void,Chen,Magnus
1079,1,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,11,LOSE,24:00,Pangolier,Queen of Pain,Lich,Puck,Tiny
1079,1,ESL ONE Thailand 2020 Online: Asia,TNC Predator,dire,32,WIN,24:00,Dragon Knight,Phantom Assassin,Chen,Mirana,Magnus
1079,2,ESL ONE Thailand 2020 Online: Asia,Team Trust,radiant,9,LOSE,17:56,Weaver,Grimstroke,Faceless Void,Queen of Pain,Tusk
1079,2,ESL ONE Thailand 2020 Online: Asia,TNC Predator,dire,30,WIN,17:56,Oracle,Sven,Vengeful Spirit,Magnus,Mirana
1080,1,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,radiant,20,LOSE,49:03,Abaddon,Terrorblade,Rubick,Doom,Phoenix
1080,1,ESL ONE Thailand 2020 Online: Asia,Geek Fam,dire,26,WIN,49:03,Arc Warden,Batrider,Snapfire,Venomancer,Treant Protector
1080,2,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,radiant,13,LOSE,33:14,Clockwerk,Night Stalker,Dark Willow,Spectre,Zeus
1080,2,ESL ONE Thailand 2020 Online: Asia,Geek Fam,dire,31,WIN,33:14,Treant Protector,Naga Siren,Disruptor,Puck,Viper
1081,1,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,dire,34,LOSE,55:14,Underlord,Sven,Ember Spirit,Snapfire,Clockwerk
1081,1,ESL ONE Thailand 2020 Online: Asia,Neon Esports,radiant,41,WIN,55:14,Earth Spirit,Puck,Pangolier,Lycan,Phoenix
1081,2,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,dire,23,LOSE,41:26,Legion Commander,Phantom Lancer,Disruptor,Earth Spirit,Doom
1081,2,ESL ONE Thailand 2020 Online: Asia,Neon Esports,radiant,32,WIN,41:26,Tiny,Void Spirit,Lich,Anti-Mage,Clockwerk
1082,1,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,radiant,11,LOSE,40:33,Zeus,Venomancer,Drow Ranger,Snapfire,Treant Protector
1082,1,ESL ONE Thailand 2020 Online: Asia,Question Mark,dire,28,WIN,40:33,Lina,Jakiro,Faceless Void,Magnus,Doom
1082,2,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,radiant,42,WIN,55:58,Queen of Pain,Rubick,Disruptor,Spectre,Doom
1082,2,ESL ONE Thailand 2020 Online: Asia,Question Mark,dire,37,LOSE,55:58,Batrider,Phantom Assassin,Sand King,Lina,Treant Protector
1082,3,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,radiant,27,WIN,41:37,Disruptor,Void Spirit,Timbersaw,Terrorblade,Clockwerk
1082,3,ESL ONE Thailand 2020 Online: Asia,Question Mark,dire,16,LOSE,41:37,Legion Commander,Queen of Pain,Snapfire,Arc Warden,Treant Protector
1083,1,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,dire,38,LOSE,64:36,Death Prophet,Drow Ranger,Mars,Phoenix,Treant Protector
1083,1,ESL ONE Thailand 2020 Online: Asia,Sparking Arrow Gaming,radiant,39,WIN,64:36,Shadow Demon,Juggernaut,Magnus,Tiny,Venomancer
1083,2,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,radiant,11,LOSE,35:57,Puck,Sven,Dark Willow,Doom,Treant Protector
1083,2,ESL ONE Thailand 2020 Online: Asia,Sparking Arrow Gaming,dire,20,WIN,35:57,Lina,Batrider,Oracle,Faceless Void,Phoenix
1084,1,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,radiant,5,LOSE,20:37,Broodmother,Centaur Warrunner,Rubick,Spectre,Clockwerk
1084,1,ESL ONE Thailand 2020 Online: Asia,T1,dire,21,WIN,20:37,Io,Slark,Tusk,Snapfire,Venomancer
1084,2,ESL ONE Thailand 2020 Online: Asia,Aster.Aries,radiant,23,LOSE,33:58,Void Spirit,Death Prophet,Earth Spirit,Terrorblade,Disruptor
1084,2,ESL ONE Thailand 2020 Online: Asia,T1,dire,32,WIN,33:58,Windranger,Arc Warden,Legion Commander,Clockwerk,Venomancer
1085,1,ESL ONE Thailand 2020 Online: Asia,Geek Fam,dire,6,LOSE,38:26,Disruptor,Naga Siren,Void Spirit,Witch Doctor,Venomancer
1085,1,ESL ONE Thailand 2020 Online: Asia,Neon Esports,radiant,27,WIN,38:26,Snapfire,Faceless Void,Queen of Pain,Pangolier,Chen
1085,2,ESL ONE Thailand 2020 Online: Asia,Geek Fam,dire,14,LOSE,42:22,Medusa,Underlord,Phoenix,Queen of Pain,Pangolier
1085,2,ESL ONE Thailand 2020 Online: Asia,Neon Esports,radiant,45,WIN,42:22,Grimstroke,Kunkka,Earth Spirit,Faceless Void,Chen
1086,1,ESL ONE Thailand 2020 Online: Asia,Geek Fam,dire,20,WIN,28:45,Mirana,Naga Siren,Disruptor,Treant Protector,Venomancer
1086,1,ESL ONE Thailand 2020 Online: Asia,Question Mark,radiant,4,LOSE,28:45,Lycan,Centaur Warrunner,Chen,Faceless Void,Phoenix
1086,2,ESL ONE Thailand 2020 Online: Asia,Geek Fam,dire,25,LOSE,41:57,Ember Spirit,Ogre Magi,Anti-Mage,Doom,Rubick
1086,2,ESL ONE Thailand 2020 Online: Asia,Question Mark,radiant,19,WIN,41:57,Axe,Phantom Assassin,Puck,Grimstroke,Tiny
1086,3,ESL ONE Thailand 2020 Online: Asia,Geek Fam,dire,30,WIN,29:48,Winter Wyvern,Sven,Lion,Magnus,Venomancer
1086,3,ESL ONE Thailand 2020 Online: Asia,Question Mark,radiant,15,LOSE,29:48,Night Stalker,Pangolier,Puck,Phantom Assassin,Grimstroke
1087,1,ESL ONE Thailand 2020 Online: Asia,Geek Fam,radiant,23,LOSE,47:36,Vengeful Spirit,Treant Protector,Puck,Arc Warden,Ogre Magi
1087,1,ESL ONE Thailand 2020 Online: Asia,Sparking Arrow Gaming,dire,55,WIN,47:36,Morphling,Zeus,Mars,Clockwerk,Phoenix
1087,2,ESL ONE Thailand 2020 Online: Asia,Geek Fam,radiant,34,LOSE,58:21,Ember Spirit,Magnus,Venomancer,Lion,Treant Protector
1087,2,ESL ONE Thailand 2020 Online: Asia,Sparking Arrow Gaming,dire,35,WIN,58:21,Tidehunter,Queen of Pain,Phantom Lancer,Snapfire,Clockwerk
1088,1,ESL ONE Thailand 2020 Online: Asia,Geek Fam,radiant,11,LOSE,35:32,Sven,Warlock,Queen of Pain,Dark Seer,Clockwerk
1088,1,ESL ONE Thailand 2020 Online: Asia,T1,dire,27,WIN,35:32,Night Stalker,Magnus,Keeper of the Light,Tiny,Venomancer
1088,2,ESL ONE Thailand 2020 Online: Asia,Geek Fam,radiant,40,WIN,29:42,Void Spirit,Naga Siren,Disruptor,Rubick,Venomancer
1088,2,ESL ONE Thailand 2020 Online: Asia,T1,dire,14,LOSE,29:42,Alchemist,Phoenix,Clockwerk,Queen of Pain,Tiny
